,Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,Unnamed: 16,Unnamed: 17,text,clean_text,sentiment
23,1555543186646470656,"RT @elmingo85 : No update on social media @NWCjam customer service offers little or no help . Water is life for some Jamaicans not all @TheOURja ,no compensation, no apology for sloppy service . How do pay the same for a service that is not being provided regularly slackness",Claude Russell,JackReb65,2022-08-05T13:16:10.000Z,Fri Aug 05 13:16:10 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,2,,,,,"RT @elmingo85 : No update on social media @NWCjam customer service offers little or no help . Water is life for some Jamaicans not all @TheOURja ,no compensation, no apology for sloppy service . How do pay the same for a service that is not being provided regularly slackness",rt elmingo update social medium nwcjam customer service offer little help water life jamaican theourja compensation apology sloppy service pay service provided regularly slackness,Positive
24,1555527681160134657,RT @elmingo85 : It's modern day @NWCjam I am tired of using pan to bathe and still paying bills over 2 weeks now come on @TheOURja set some standards for NWC we are paying customers. No mention or communication of the water lock off or low pressure. Do better man,Jodie 💜,JojoCircles,2022-08-05T12:14:34.000Z,Fri Aug 05 12:14:34 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,2,,,,,RT @elmingo85 : It's modern day @NWCjam I am tired of using pan to bathe and still paying bills over 2 weeks now come on @TheOURja set some standards for NWC we are paying customers. No mention or communication of the water lock off or low pressure. Do better man,rt elmingo modern day nwcjam tired using pan bathe still paying bill week come theourja set standard nwc paying customer mention communication water lock low pressure better man,Negative
25,1555527668568924161,RT @elmingo85 : Why is it difficult to  providing a schedule of lock off and disruption so persons can plan @NWCjam @TheOURja. With so many diseases going around no water is unacceptable do better,Jodie 💜,JojoCircles,2022-08-05T12:14:31.000Z,Fri Aug 05 12:14:31 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,2,,,,,RT @elmingo85 : Why is it difficult to  providing a schedule of lock off and disruption so persons can plan @NWCjam @TheOURja. With so many diseases going around no water is unacceptable do better,rt elmingo difficult providing schedule lock disruption person plan nwcjam theourja many disease going around water unacceptable better,Negative
26,1555527641029087233,"RT @elmingo85 : No update on social media @NWCjam customer service offers little or no help . Water is life for some Jamaicans not all @TheOURja ,no compensation, no apology for sloppy service . How do pay the same for a service that is not being provided regularly slackness",Jodie 💜,JojoCircles,2022-08-05T12:14:24.000Z,Fri Aug 05 12:14:24 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,0,2,,,,,"RT @elmingo85 : No update on social media @NWCjam customer service offers little or no help . Water is life for some Jamaicans not all @TheOURja ,no compensation, no apology for sloppy service . How do pay the same for a service that is not being provided regularly slackness",rt elmingo update social medium nwcjam customer service offer little help water life jamaican theourja compensation apology sloppy service pay service provided regularly slackness,Positive
27,1555526064461516801,"I guarantee like previous tweets that @NWCjam will not answer my tweets, they need competition",Damani,elmingo85,2022-08-05T12:08:08.000Z,Fri Aug 05 12:08:08 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,1,,,,,"I guarantee like previous tweets that @NWCjam will not answer my tweets, they need competition",guarantee like previous tweet nwcjam answer tweet need competition,Positive
28,1555525132277399552,Why is it difficult to  providing a schedule of lock off and disruption so persons can plan @NWCjam @TheOURja. With so many diseases going around no water is unacceptable do better,Damani,elmingo85,2022-08-05T12:04:26.000Z,Fri Aug 05 12:04:26 +0000 2022,1,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,2,,,,,Why is it difficult to  providing a schedule of lock off and disruption so persons can plan @NWCjam @TheOURja. With so many diseases going around no water is unacceptable do better,difficult providing schedule lock disruption person plan nwcjam theourja many disease going around water unacceptable better,Negative
29,1555522866053107713,"No update on social media @NWCjam customer service offers little or no help . Water is life for some Jamaicans not all @TheOURja ,no compensation, no apology for sloppy service . How do pay the same for a service that is not being provided regularly slackness",Damani,elmingo85,2022-08-05T11:55:26.000Z,Fri Aug 05 11:55:26 +0000 2022,2,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,2,,,,,"No update on social media @NWCjam customer service offers little or no help . Water is life for some Jamaicans not all @TheOURja ,no compensation, no apology for sloppy service . How do pay the same for a service that is not being provided regularly slackness",update social medium nwcjam customer service offer little help water life jamaican theourja compensation apology sloppy service pay service provided regularly slackness,Positive
30,1555521534806167552,It's modern day @NWCjam I am tired of using pan to bathe and still paying bills over 2 weeks now come on @TheOURja set some standards for NWC we are paying customers. No mention or communication of the water lock off or low pressure. Do better man,Damani,elmingo85,2022-08-05T11:50:08.000Z,Fri Aug 05 11:50:08 +0000 2022,3,2,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,0,2,,,,,It's modern day @NWCjam I am tired of using pan to bathe and still paying bills over 2 weeks now come on @TheOURja set some standards for NWC we are paying customers. No mention or communication of the water lock off or low pressure. Do better man,modern day nwcjam tired using pan bathe still paying bill week come theourja set standard nwc paying customer mention communication water lock low pressure better man,Negative
31,1555331658819182593,RT @ccrpjamaica : A reminder that we are in the hurricane season! Here’s a tip from @NWCjam … https://t.co/XyoJE3fKsX,Michael A. D. Edward,askmikejm,2022-08-04T23:15:38.000Z,Thu Aug 04 23:15:38 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,0,1,photo,https://pbs.twimg.com/media/FZWPV_LXEAYF7KA.jpg,,,RT @ccrpjamaica : A reminder that we are in the hurricane season! Here’s a tip from @NWCjam … https://t.co/XyoJE3fKsX,rt ccrpjamaica reminder hurricane season tip nwcjam http co xyoje fksx,Neutral
32,1555320705033568256,RT @RadioJamaicaFM : Now: @NWCjam gives an update on supply to communities without water since an effluent spill in the Rio Cobre led to National Water Commission shutting down its Spanish Town Treatment Plant. #BeyondTheHeadlines @djmillerJA,Dionne JacksonMiller,djmillerJA,2022-08-04T22:32:07.000Z,Thu Aug 04 22:32:07 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,2,,,,,RT @RadioJamaicaFM : Now: @NWCjam gives an update on supply to communities without water since an effluent spill in the Rio Cobre led to National Water Commission shutting down its Spanish Town Treatment Plant. #BeyondTheHeadlines @djmillerJA,rt radiojamaicafm nwcjam give update supply community without water since effluent spill rio cobre led national water commission shutting spanish town treatment plant beyondtheheadlines djmillerja,Neutral
33,1555320600218017793,Now: @NWCjam gives an update on supply to communities without water since an effluent spill in the Rio Cobre led to National Water Commission shutting down its Spanish Town Treatment Plant. #BeyondTheHeadlines @djmillerJA,Radio Jamaica 94 FM,RadioJamaicaFM,2022-08-04T22:31:42.000Z,Thu Aug 04 22:31:42 +0000 2022,0,1,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Tweet,,1,2,,,,,Now: @NWCjam gives an update on supply to communities without water since an effluent spill in the Rio Cobre led to National Water Commission shutting down its Spanish Town Treatment Plant. #BeyondTheHeadlines @djmillerJA,nwcjam give update supply community without water since effluent spill rio cobre led national water commission shutting spanish town treatment plant beyondtheheadlines djmillerja,Neutral
34,1555306859455778817,A reminder that we are in the hurricane season! Here’s a tip from @NWCjam … https://t.co/XyoJE3fKsX,CCRP,ccrpjamaica,2022-08-04T21:37:06.000Z,Thu Aug 04 21:37:06 +0000 2022,3,2,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,0,1,photo,https://pbs.twimg.com/media/FZWPV_LXEAYF7KA.jpg,,,A reminder that we are in the hurricane season! Here’s a tip from @NWCjam … https://t.co/XyoJE3fKsX,reminder hurricane season tip nwcjam http co xyoje fksx,Neutral
35,1555295411878985728,"RT @NWCjam : #NWCNewstream | HIGH TURBIDITY LEVELS IMPACTING WATER SUPPLY DISTRIBUTION | TRINITYVILLE WATER FACILITY IN ST. THOMAS AFFECTED

See full release : https://t.co/BVKaGmBv8o",Brer Anansi,RicardoRicket18,2022-08-04T20:51:36.000Z,Thu Aug 04 20:51:36 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,1,0,photo,https://pbs.twimg.com/media/FZWD5DaWQAEjOUv.jpg,https://pbs.twimg.com/media/FZWD5ClWAAE_E9O.png,,"RT @NWCjam : #NWCNewstream | HIGH TURBIDITY LEVELS IMPACTING WATER SUPPLY DISTRIBUTION | TRINITYVILLE WATER FACILITY IN ST. THOMAS AFFECTED

See full release : https://t.co/BVKaGmBv8o",rt nwcjam nwcnewstream high turbidity level impacting water supply distribution trinityville water facility st thomas affected see full release http co bvkagmbv,Negative
36,1555293748333907969,"The distribution of water to sections of Kingston and Portmore, St. Catherine has been disrupted due to the National Water Commission (@NWCjam) re-routing one of its supply systems because of the pollution of the Rio Cobre in St. Catherine.

Read more: https://t.co/bmpbZiCrW5 https://t.co/KbxJJmWVP2",Radio Jamaica 94 FM,RadioJamaicaFM,2022-08-04T20:45:00.000Z,Thu Aug 04 20:45:00 +0000 2022,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://bit.ly/3bwEB04 ,0,1,photo,https://pbs.twimg.com/media/FZV5FIBX0AAvd2-.jpg,,,"The distribution of water to sections of Kingston and Portmore, St. Catherine has been disrupted due to the National Water Commission (@NWCjam) re-routing one of its supply systems because of the pollution of the Rio Cobre in St. Catherine.

Read more: https://t.co/bmpbZiCrW5 https://t.co/KbxJJmWVP2",distribution water section kingston portmore st catherine disrupted due national water commission nwcjam routing one supply system pollution rio cobre st catherine read http co bmpbzicrw http co kbxjjmwvp,Neutral
37,1555270999192608769,@NWCjam You conserved 100% in Willowdene since there has been no water since this Monday.,Noel Brown,NoelBro21221664,2022-08-04T19:14:36.000Z,Thu Aug 04 19:14:36 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,@NWCjam You conserved 100% in Willowdene since there has been no water since this Monday.,nwcjam conserved willowdene since water since monday,Neutral
38,1555270561584005123,@NWCjam We make payment but still no water in Willowdene since this Monday.,Noel Brown,NoelBro21221664,2022-08-04T19:12:52.000Z,Thu Aug 04 19:12:52 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,@NWCjam We make payment but still no water in Willowdene since this Monday.,nwcjam make payment still water willowdene since monday,Neutral
39,1555269910124716032,"@NWCjam Very good suggestion. However, I haven't been able to get a full bottle of water since Monday in Willowdene. Is it possible we could get some water to drink please?",Noel Brown,NoelBro21221664,2022-08-04T19:10:16.000Z,Thu Aug 04 19:10:16 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,"@NWCjam Very good suggestion. However, I haven't been able to get a full bottle of water since Monday in Willowdene. Is it possible we could get some water to drink please?",nwcjam good suggestion however able get full bottle water since monday willowdene possible could get water drink please,Positive
40,1555269421207355392,"@NWCjam Very good suggestion. However, I haven't been able to catch a bucket of water since Monday in Willowdene. Is it possible we could get some water?",Noel Brown,NoelBro21221664,2022-08-04T19:08:20.000Z,Thu Aug 04 19:08:20 +0000 2022,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Reply,,0,1,,,,,"@NWCjam Very good suggestion. However, I haven't been able to catch a bucket of water since Monday in Willowdene. Is it possible we could get some water?",nwcjam good suggestion however able catch bucket water since monday willowdene possible could get water,Positive
